geo,date,deathTot,deathExp
US - Florida,2020-01-19,4384,4381.29858156953
US - Florida,2020-01-26,4387,4316.96524823642
US - Florida,2020-02-02,4419,4439.13191490319
US - Florida,2020-02-09,4385,4386.46524823493
US - Florida,2020-02-16,4359,4359.96524823583
US - Florida,2020-02-23,4415,4342.46524823632
US - Florida,2020-03-01,4399,4286.63191490159
US - Florida,2020-03-08,4519,4267.75829788086
US - Florida,2020-03-15,4435,4253.7582978814
US - Florida,2020-03-22,4362,4246.15829788132
US - Florida,2020-03-29,4477,4235.75829788109
US - Florida,2020-04-05,4513,4174.5582978816
US - Florida,2020-04-12,4560,4148.75829788124
US - Florida,2020-04-19,4431,4080.35829788035
US - Florida,2020-04-26,4567,4045.95829788081
US - Florida,2020-05-03,4365,4079.35829788124
US - Florida,2020-05-10,4422,4076.55829788064
US - Florida,2020-05-17,4295,4005.75829788091
US - Florida,2020-05-24,4375,3950.75829788058
US - Florida,2020-05-31,4223,3992.9582978809
US - Florida,2020-06-07,4280,3985.95829788109
US - Florida,2020-06-14,4266,3947.35829788099
US - Florida,2020-06-21,4421,3969.75829788109
US - Florida,2020-06-28,4520,3919.75829788065
US - Florida,2020-07-05,4749,4029.55829788099
US - Florida,2020-07-12,5103,3943.55829788081
US - Florida,2020-07-19,5525,3922.15829788106
US - Florida,2020-07-26,5721,3901.55829788101
US - Florida,2020-08-02,5773,3961.15829788084
US - Florida,2020-08-09,5543,3941.95829788104
US - Florida,2020-08-16,5455,3888.75829788086
US - Florida,2020-08-23,5083,3863.55829788118
US - Georgia,2020-01-05,1799,1851.66595745248
US - Georgia,2020-01-12,1797,1858.66595745293
US - Georgia,2020-01-19,1738,1819.49929078643
US - Georgia,2020-01-26,1821,1808.33262411998
US - Georgia,2020-02-02,1789,1799.3326241201
US - Georgia,2020-02-09,1774,1802.83262411852
US - Georgia,2020-02-16,1752,1776.49929078607
US - Georgia,2020-02-23,1739,1754.99929078657
US - Georgia,2020-03-01,1851,1736.99929078517
US - Georgia,2020-03-08,1744,1760.99914894177
US - Georgia,2020-03-15,1776,1741.39914894231
US - Georgia,2020-03-22,1764,1712.59914894222
US - Georgia,2020-03-29,1883,1739.19914894202
US - Georgia,2020-04-05,2038,1680.59914894251
US - Georgia,2020-04-12,2038,1669.39914894215
US - Georgia,2020-04-19,2028,1689.79914894129
US - Georgia,2020-04-26,2043,1670.19914894171
US - Georgia,2020-05-03,1978,1657.79914894214
US - Georgia,2020-05-10,1994,1646.39914894158
US - Georgia,2020-05-17,1957,1612.39914894182
US - Georgia,2020-05-24,1905,1587.39914894149
US - Georgia,2020-05-31,1777,1608.79914894182
US - Georgia,2020-06-07,1765,1629.59914894201
US - Georgia,2020-06-14,1729,1606.9991489419
US - Georgia,2020-06-21,1749,1613.799148942
US - Georgia,2020-06-28,1796,1561.59914894156
US - Georgia,2020-07-05,1873,1585.39914894191
US - Georgia,2020-07-12,1960,1597.1991489417
US - Georgia,2020-07-19,2132,1611.79914894199
US - Georgia,2020-07-26,2135,1607.39914894193
US - Georgia,2020-08-02,2127,1598.59914894174
US - Georgia,2020-08-09,2128,1588.19914894197
US - Georgia,2020-08-16,2182,1617.59914894178
US - Georgia,2020-08-23,2093,1590.39914894207
US - Hawaii,2020-01-05,241,251.392907807807
US - Hawaii,2020-01-12,241,243.226241141607
US - Hawaii,2020-01-19,214,241.892907808422
US - Hawaii,2020-01-26,242,230.892907808644
US - Hawaii,2020-02-02,242,240.892907808779
US - Hawaii,2020-02-09,235,230.726241140521
US - Hawaii,2020-02-16,281,247.059574474742
US - Hawaii,2020-02-23,249,231.059574475228
US - Hawaii,2020-03-01,237,236.059574473837
US - Hawaii,2020-03-08,239,243.671489367992
US - Hawaii,2020-03-15,243,243.67148936853
US - Hawaii,2020-03-22,212,227.471489368436
US - Hawaii,2020-03-29,237,235.071489368239
US - Hawaii,2020-04-05,237,228.071489368725
US - Hawaii,2020-04-12,224,226.071489368362
US - Hawaii,2020-04-19,214,207.27148936751
US - Hawaii,2020-04-26,203,218.871489367925
US - Hawaii,2020-05-03,225,221.671489368354
US - Hawaii,2020-05-10,213,227.271489367811
US - Hawaii,2020-05-17,233,228.071489368039
US - Hawaii,2020-05-24,211,218.871489367701
US - Hawaii,2020-05-31,203,213.671489368044
US - Hawaii,2020-06-07,220,218.271489368233
US - Hawaii,2020-06-14,205,236.671489368121
US - Hawaii,2020-06-21,247,231.071489368229
US - Hawaii,2020-06-28,238,226.671489367772
US - Hawaii,2020-07-05,208,216.47148936813
US - Hawaii,2020-07-12,238,229.271489367915
US - Hawaii,2020-07-19,223,212.071489368211
US - Hawaii,2020-07-26,222,221.071489368153
US - Hawaii,2020-08-02,222,211.07148936795
US - Hawaii,2020-08-09,233,218.071489368186
US - Hawaii,2020-08-16,225,217.871489367995
US - Hawaii,2020-08-23,250,210.671489368275
US - Idaho,2020-01-05,278,306.970212771728
US - Idaho,2020-01-12,292,302.970212772187
US - Idaho,2020-01-19,293,289.970212772342
US - Idaho,2020-01-26,275,294.970212772556
US - Idaho,2020-02-02,249,293.13687943936
US - Idaho,2020-02-09,292,288.803546104439
US - Idaho,2020-02-16,279,294.470212771991
US - Idaho,2020-02-23,318,307.136879439145
US - Idaho,2020-03-01,290,300.303546104419
US - Idaho,2020-03-08,278,295.564255324782
US - Idaho,2020-03-15,282,289.364255325327
US - Idaho,2020-03-22,308,306.964255325231
US - Idaho,2020-03-29,335,279.164255325037
US - Idaho,2020-04-05,274,296.564255325525
US - Idaho,2020-04-12,309,290.564255325162
US - Idaho,2020-04-19,286,299.364255324308
US - Idaho,2020-04-26,265,273.564255324725
US - Idaho,2020-05-03,254,287.164255325155
US - Idaho,2020-05-10,307,274.96425532461
US - Idaho,2020-05-17,272,289.364255324839
US - Idaho,2020-05-24,264,289.364255324501
US - Idaho,2020-05-31,282,284.164255324838
US - Idaho,2020-06-07,295,285.164255325026
US - Idaho,2020-06-14,290,277.764255324925
US - Idaho,2020-06-21,285,276.164255325025
US - Idaho,2020-06-28,299,276.164255324574
US - Idaho,2020-07-05,284,271.164255324926
US - Idaho,2020-07-12,290,268.164255324712
US - Idaho,2020-07-19,316,263.564255325007
US - Idaho,2020-07-26,333,262.96425532495
US - Idaho,2020-08-02,331,265.364255324749
US - Idaho,2020-08-09,316,274.364255324984
US - Idaho,2020-08-16,324,262.564255324795
US - Idaho,2020-08-23,367,261.964255325076
US - Illinois,2020-01-05,2189,2369.92127660264
US - Illinois,2020-01-12,2250,2388.75460993644
US - Illinois,2020-01-19,2231,2335.75460993659
US - Illinois,2020-01-26,2198,2249.58794327014
US - Illinois,2020-02-02,2138,2231.75460993694
US - Illinois,2020-02-09,2231,2265.25460993535
US - Illinois,2020-02-16,2218,2278.75460993624
US - Illinois,2020-02-23,2206,2257.25460993673
US - Illinois,2020-03-01,2209,2218.75460993533
US - Illinois,2020-03-08,2252,2228.30553192168
US - Illinois,2020-03-15,2192,2184.70553192222
US - Illinois,2020-03-22,2281,2220.50553192212
US - Illinois,2020-03-29,2309,2179.50553192193
US - Illinois,2020-04-05,2630,2168.70553192242
US - Illinois,2020-04-12,2877,2141.90553192205
US - Illinois,2020-04-19,2920,2107.9055319212
US - Illinois,2020-04-26,3015,2065.30553192162
US - Illinois,2020-05-03,2956,2087.30553192205
US - Illinois,2020-05-10,2968,2025.7055319215
US - Illinois,2020-05-17,2870,2061.50553192173
US - Illinois,2020-05-24,2640,2022.70553192139
US - Illinois,2020-05-31,2552,2020.10553192173
US - Illinois,2020-06-07,2515,2012.10553192192
US - Illinois,2020-06-14,2274,1952.70553192182
US - Illinois,2020-06-21,2258,1986.50553192191
US - Illinois,2020-06-28,2144,1969.10553192146
US - Illinois,2020-07-05,2197,1998.50553192182
US - Illinois,2020-07-12,2203,1992.70553192161
US - Illinois,2020-07-19,2099,1996.1055319219
US - Illinois,2020-07-26,2042,1968.10553192185
US - Illinois,2020-08-02,2077,1983.30553192164
US - Illinois,2020-08-09,2144,1952.70553192188
US - Illinois,2020-08-16,2129,1957.50553192169
US - Illinois,2020-08-23,2140,1986.50553192197
US - Indiana,2020-01-05,1469,1473.65602837589
US - Indiana,2020-01-12,1385,1456.48936170968
US - Indiana,2020-01-19,1387,1422.32269504316
US - Indiana,2020-01-26,1421,1402.65602837672
US - Indiana,2020-02-02,1378,1389.48936171018
US - Indiana,2020-02-09,1362,1389.15602837526
US - Indiana,2020-02-16,1426,1377.32269504282
US - Indiana,2020-02-23,1406,1386.3226950433
US - Indiana,2020-03-01,1446,1391.32269504191
US - Indiana,2020-03-08,1368,1366.38723404951
US - Indiana,2020-03-15,1398,1371.18723405005
US - Indiana,2020-03-22,1325,1344.78723404996
US - Indiana,2020-03-29,1494,1357.58723404976
US - Indiana,2020-04-05,1592,1328.18723405025
US - Indiana,2020-04-12,1639,1329.78723404989
US - Indiana,2020-04-19,1519,1302.78723404903
US - Indiana,2020-04-26,1605,1267.38723404945
US - Indiana,2020-05-03,1533,1262.58723404988
US - Indiana,2020-05-10,1584,1257.78723404933
US - Indiana,2020-05-17,1576,1224.58723404956
US - Indiana,2020-05-24,1476,1257.78723404923
US - Indiana,2020-05-31,1383,1194.78723404957
US - Indiana,2020-06-07,1397,1233.18723404975
US - Indiana,2020-06-14,1399,1200.98723404965
US - Indiana,2020-06-21,1353,1196.18723404975
US - Indiana,2020-06-28,1377,1226.9872340493
US - Indiana,2020-07-05,1332,1207.18723404965
US - Indiana,2020-07-12,1340,1202.58723404944
US - Indiana,2020-07-19,1372,1217.5872340497299
US - Indiana,2020-07-26,1294,1186.58723404968
US - Indiana,2020-08-02,1331,1212.78723404948
US - Indiana,2020-08-09,1297,1206.18723404971
US - Indiana,2020-08-16,1316,1211.98723404952
US - Indiana,2020-08-23,1332,1187.78723404981
US - Iowa,2020-01-05,664,679.335460998893
US - Iowa,2020-01-12,647,677.668794332698
US - Iowa,2020-01-19,619,659.502127666179
US - Iowa,2020-01-26,640,638.835460999728
US - Iowa,2020-02-02,615,633.335460999864
US - Iowa,2020-02-09,637,639.668794331611
US - Iowa,2020-02-16,600,641.502127665829
US - Iowa,2020-02-23,643,649.335460999653
US - Iowa,2020-03-01,642,628.668794331594
US - Iowa,2020-03-08,624,621.402553197399
US - Iowa,2020-03-15,634,635.402553197942
US - Iowa,2020-03-22,598,630.802553197848
US - Iowa,2020-03-29,599,600.80255319765
US - Iowa,2020-04-05,614,613.202553198144
US - Iowa,2020-04-12,602,605.002553197777
US - Iowa,2020-04-19,638,589.802553196926
US - Iowa,2020-04-26,590,598.402553197341
US - Iowa,2020-05-03,678,593.60255319777
US - Iowa,2020-05-10,706,566.002553197227
US - Iowa,2020-05-17,678,569.802553197456
US - Iowa,2020-05-24,623,563.602553197115
US - Iowa,2020-05-31,637,561.402553197455
US - Iowa,2020-06-07,602,559.002553197642
US - Iowa,2020-06-14,592,571.402553197538
US - Iowa,2020-06-21,575,552.402553197639
US - Iowa,2020-06-28,552,560.202553197185
US - Iowa,2020-07-05,597,544.402553197545
US - Iowa,2020-07-12,560,550.802553197324
US - Iowa,2020-07-19,602,529.802553197622
US - Iowa,2020-07-26,652,572.602553197565
US - Iowa,2020-08-02,637,539.002553197366
US - Iowa,2020-08-09,644,558.402553197599
US - Iowa,2020-08-16,647,528.602553197411
US - Iowa,2020-08-23,602,566.602553197688
US - Kansas,2020-01-05,591,617.729787241977
US - Kansas,2020-01-12,560,602.063120575773
US - Kansas,2020-01-19,575,577.396453909259
US - Kansas,2020-01-26,572,576.229787242808
US - Kansas,2020-02-02,547,577.229787242947
US - Kansas,2020-02-09,503,559.396453908025
US - Kansas,2020-02-16,574,584.729787242245
US - Kansas,2020-02-23,559,572.563120576066
US - Kansas,2020-03-01,548,568.06312057467
US - Kansas,2020-03-08,574,565.075744688673
US - Kansas,2020-03-15,522,564.675744689218
US - Kansas,2020-03-22,514,566.475744689124
US - Kansas,2020-03-29,525,545.075744688928
US - Kansas,2020-04-05,552,547.075744689415
US - Kansas,2020-04-12,530,531.675744689054
US - Kansas,2020-04-19,551,516.475744688198
US - Kansas,2020-04-26,546,511.275744688611
US - Kansas,2020-05-03,528,514.075744689043
US - Kansas,2020-05-10,509,532.475744688503
US - Kansas,2020-05-17,534,503.675744688729
US - Kansas,2020-05-24,522,496.675744688388
US - Kansas,2020-05-31,510,487.075744688731
US - Kansas,2020-06-07,504,528.475744688916
US - Kansas,2020-06-14,520,498.875744688812
US - Kansas,2020-06-21,512,508.275744688914
US - Kansas,2020-06-28,526,515.075744688457
US - Kansas,2020-07-05,564,522.275744688818
US - Kansas,2020-07-12,504,511.875744688602
US - Kansas,2020-07-19,521,512.275744688895
US - Kansas,2020-07-26,546,498.475744688836
US - Kansas,2020-08-02,549,494.475744688639
US - Kansas,2020-08-09,604,497.875744688873
US - Kansas,2020-08-16,578,513.675744688686
US - Kansas,2020-08-23,513,495.675744688965
US - Kentucky,2020-01-05,1093,1059.20992908484
US - Kentucky,2020-01-12,1056,1089.20992908531
US - Kentucky,2020-01-19,1040,1049.70992908545
US - Kentucky,2020-01-26,940,1006.54326241901
US - Kentucky,2020-02-02,976,1016.20992908581
US - Kentucky,2020-02-09,955,1011.37659575088
US - Kentucky,2020-02-16,954,994.709929085112
US - Kentucky,2020-02-23,991,1010.20992908559
US - Kentucky,2020-03-01,1016,1019.37659575087
US - Kentucky,2020-03-08,1004,1012.25191490033
US - Kentucky,2020-03-15,1017,974.651914900878
US - Kentucky,2020-03-22,945,982.251914900784
US - Kentucky,2020-03-29,942,979.451914900584
US - Kentucky,2020-04-05,1053,964.451914901069
US - Kentucky,2020-04-12,1032,976.251914900712
US - Kentucky,2020-04-19,966,964.051914899856
US - Kentucky,2020-04-26,976,937.251914900273
US - Kentucky,2020-05-03,1001,925.251914900701
US - Kentucky,2020-05-10,1009,931.651914900155
US - Kentucky,2020-05-17,1000,920.651914900384
US - Kentucky,2020-05-24,997,899.451914900044
US - Kentucky,2020-05-31,994,885.65191490039
US - Kentucky,2020-06-07,915,907.651914900578
US - Kentucky,2020-06-14,994,909.051914900472
US - Kentucky,2020-06-21,967,883.451914900572
US - Kentucky,2020-06-28,944,894.851914900118
US - Kentucky,2020-07-05,992,912.451914900479
US - Kentucky,2020-07-12,1037,896.451914900258
US - Kentucky,2020-07-19,933,888.451914900557
US - Kentucky,2020-07-26,974,887.0519149005
US - Kentucky,2020-08-02,1024,888.851914900304
US - Kentucky,2020-08-09,996,893.451914900537
US - Kentucky,2020-08-16,982,892.451914900345
US - Kentucky,2020-08-23,1036,894.851914900628
US - Louisiana,2020-01-05,926,987.404255326288
US - Louisiana,2020-01-12,964,991.90425532675
US - Louisiana,2020-01-19,956,994.904255326898
US - Louisiana,2020-01-26,967,968.737588660452
US - Louisiana,2020-02-02,972,966.570921993915
US - Louisiana,2020-02-09,952,978.404255325662
US - Louisiana,2020-02-16,948,953.237588659887
US - Louisiana,2020-02-23,947,948.237588660368
US - Louisiana,2020-03-01,991,929.23758865898
US - Louisiana,2020-03-08,957,906.685106389993
US - Louisiana,2020-03-15,987,921.285106390536
US - Louisiana,2020-03-22,948,925.285106390443
US - Louisiana,2020-03-29,1235,918.285106390242
US - Louisiana,2020-04-05,1391,919.48510639073
US - Louisiana,2020-04-12,1536,888.485106390366
US - Louisiana,2020-04-19,1364,878.285106389515
US - Louisiana,2020-04-26,1255,904.485106389933
US - Louisiana,2020-05-03,1179,869.485106390363
US - Louisiana,2020-05-10,1134,890.685106389811
US - Louisiana,2020-05-17,1108,877.085106390044
US - Louisiana,2020-05-24,1060,855.885106389706
US - Louisiana,2020-05-31,1055,867.885106390045
US - Louisiana,2020-06-07,1016,897.885106390233
US - Louisiana,2020-06-14,953,854.685106390129
US - Louisiana,2020-06-21,1003,840.68510639023
US - Louisiana,2020-06-28,1002,865.085106389778
US - Louisiana,2020-07-05,981,846.885106390137
US - Louisiana,2020-07-12,1041,865.485106389916
US - Louisiana,2020-07-19,1130,869.08510639021
US - Louisiana,2020-07-26,1197,844.885106390153
US - Louisiana,2020-08-02,1181,846.08510638996
US - Louisiana,2020-08-09,1200,853.685106390191
US - Louisiana,2020-08-16,1070,858.48510639
US - Louisiana,2020-08-23,946,872.685106390287
US - Maine,2020-01-05,320,311.910638304627
US - Maine,2020-01-12,318,310.243971638426
US - Maine,2020-01-19,295,308.910638305244
US - Maine,2020-01-26,308,314.910638305459
US - Maine,2020-02-02,288,298.243971638928
US - Maine,2020-02-09,316,305.910638304005
US - Maine,2020-02-16,329,311.910638304897
US - Maine,2020-02-23,299,310.243971638711
US - Maine,2020-03-01,292,298.243971637322
US - Maine,2020-03-08,313,316.692765964075
US - Maine,2020-03-15,301,310.692765964622
US - Maine,2020-03-22,277,303.89276596452
US - Maine,2020-03-29,282,312.492765964333
US - Maine,2020-04-05,303,311.492765964813
US - Maine,2020-04-12,307,312.89276596445
US - Maine,2020-04-19,313,287.092765963602
US - Maine,2020-04-26,288,298.89276596401
US - Maine,2020-05-03,280,295.092765964443
US - Maine,2020-05-10,296,284.492765963903
US - Maine,2020-05-17,259,277.89276596413
US - Maine,2020-05-24,270,284.492765963792
US - Maine,2020-05-31,305,266.092765964132
US - Maine,2020-06-07,258,260.292765964317
US - Maine,2020-06-14,257,273.092765964218
US - Maine,2020-06-21,278,273.092765964313
US - Maine,2020-06-28,303,274.892765963861
US - Maine,2020-07-05,283,274.49276596422
US - Maine,2020-07-12,293,264.292765963997
US - Maine,2020-07-19,298,271.892765964292
US - Maine,2020-07-26,286,262.292765964237
US - Maine,2020-08-02,287,270.492765964041
US - Maine,2020-08-09,279,277.092765964274
US - Maine,2020-08-16,283,268.492765964085
US - Maine,2020-08-23,317,265.092765964363
US - Maryland,2020-01-05,1049,1097.92836880173
US - Maryland,2020-01-12,1035,1107.76170213552
US - Maryland,2020-01-19,988,1064.095035469
US - Maryland,2020-01-26,1003,1074.26170213589
US - Maryland,2020-02-02,1034,1066.26170213602
US - Maryland,2020-02-09,1004,1058.76170213443
US - Maryland,2020-02-16,1019,1047.26170213532
US - Maryland,2020-02-23,973,1034.76170213581
US - Maryland,2020-03-01,1081,1037.42836880108
US - Maryland,2020-03-08,1048,1040.91404256048
US - Maryland,2020-03-15,1006,1026.91404256102
US - Maryland,2020-03-22,1063,1023.71404256093
US - Maryland,2020-03-29,1099,1023.31404256072
US - Maryland,2020-04-05,1197,1018.91404256121
US - Maryland,2020-04-12,1359,1005.71404256086
US - Maryland,2020-04-19,1365,987.314042559998
US - Maryland,2020-04-26,1547,994.914042560414
US - Maryland,2020-05-03,1530,978.514042560849
US - Maryland,2020-05-10,1453,943.114042560299
US - Maryland,2020-05-17,1433,950.914042560523
US - Maryland,2020-05-24,1339,960.914042560188
US - Maryland,2020-05-31,1264,935.314042560528
US - Maryland,2020-06-07,1171,959.314042560721
US - Maryland,2020-06-14,1161,963.514042560615
US - Maryland,2020-06-21,1071,937.91404256071
US - Maryland,2020-06-28,1030,954.114042560261
US - Maryland,2020-07-05,1050,951.114042560626
US - Maryland,2020-07-12,1033,939.114042560403
US - Maryland,2020-07-19,1018,949.114042560691
US - Maryland,2020-07-26,997,936.514042560637
US - Maryland,2020-08-02,1063,944.114042560445
US - Maryland,2020-08-09,1002,938.314042560676
US - Maryland,2020-08-16,1053,961.914042560484
US - Maryland,2020-08-23,997,936.914042560772
US - Massachusetts,2020-01-05,1237,1252.88794326986
US - Massachusetts,2020-01-12,1267,1299.72127660367
US - Massachusetts,2020-01-19,1188,1270.05460993715
US - Massachusetts,2020-01-26,1302,1281.72127660403
US - Massachusetts,2020-02-02,1204,1258.55460993751
US - Massachusetts,2020-02-09,1233,1239.22127660257
US - Massachusetts,2020-02-16,1250,1246.22127660347
US - Massachusetts,2020-02-23,1166,1197.55460993729
US - Massachusetts,2020-03-01,1278,1244.05460993589
US - Massachusetts,2020-03-08,1213,1231.26553192227
US - Massachusetts,2020-03-15,1310,1179.26553192283
US - Massachusetts,2020-03-22,1169,1174.46553192273
US - Massachusetts,2020-03-29,1296,1225.06553192253
US - Massachusetts,2020-04-05,1560,1200.86553192301
US - Massachusetts,2020-04-12,2051,1187.06553192265
US - Massachusetts,2020-04-19,2510,1152.6655319218
US - Massachusetts,2020-04-26,2551,1130.66553192221
US - Massachusetts,2020-05-03,2322,1145.66553192265
US - Massachusetts,2020-05-10,2083,1103.8655319221
US - Massachusetts,2020-05-17,1891,1073.26553192233
US - Massachusetts,2020-05-24,1586,1088.26553192199
US - Massachusetts,2020-05-31,1362,1087.26553192233
US - Massachusetts,2020-06-07,1242,1084.26553192252
US - Massachusetts,2020-06-14,1146,1073.26553192242
US - Massachusetts,2020-06-21,1131,1060.26553192251
US - Massachusetts,2020-06-28,1088,1062.46553192206
US - Massachusetts,2020-07-05,1053,1085.66553192243
US - Massachusetts,2020-07-12,1053,1056.2655319222
US - Massachusetts,2020-07-19,1070,1037.06553192249
US - Massachusetts,2020-07-26,1099,1059.86553192244
US - Massachusetts,2020-08-02,1025,1060.66553192225
US - Massachusetts,2020-08-09,995,1051.46553192248
US - Massachusetts,2020-08-16,1058,1063.86553192229
US - Massachusetts,2020-08-23,1031,1040.26553192257
US - Michigan,2020-01-05,2013,2125.39716312754
US - Michigan,2020-01-12,2064,2125.89716312799
US - Michigan,2020-01-19,1936,2088.06382979481
US - Michigan,2020-01-26,2007,2036.06382979503
US - Michigan,2020-02-02,2003,2011.06382979516
US - Michigan,2020-02-09,1937,2044.39716312691
US - Michigan,2020-02-16,2011,2036.56382979446
US - Michigan,2020-02-23,2054,2041.56382979495
US - Michigan,2020-03-01,1969,2060.89716312689
US - Michigan,2020-03-08,1984,2069.27659575154
US - Michigan,2020-03-15,1949,2022.27659575209
US - Michigan,2020-03-22,2032,2000.07659575199
US - Michigan,2020-03-29,2451,1986.27659575179
US - Michigan,2020-04-05,3137,2026.47659575228
US - Michigan,2020-04-12,3411,2002.47659575192
US - Michigan,2020-04-19,3186,1925.27659575107
US - Michigan,2020-04-26,2833,1946.87659575148
US - Michigan,2020-05-03,2620,1910.27659575192
US - Michigan,2020-05-10,2266,1883.67659575136
US - Michigan,2020-05-17,2191,1847.47659575159
US - Michigan,2020-05-24,2046,1829.67659575126
US - Michigan,2020-05-31,1998,1837.6765957516
US - Michigan,2020-06-07,2044,1828.47659575179
US - Michigan,2020-06-14,1909,1836.47659575168
US - Michigan,2020-06-21,1939,1823.07659575178
US - Michigan,2020-06-28,1982,1801.47659575134
US - Michigan,2020-07-05,2067,1814.87659575169
US - Michigan,2020-07-12,1989,1786.07659575147
US - Michigan,2020-07-19,1990,1824.67659575176
US - Michigan,2020-07-26,2033,1764.47659575171
US - Michigan,2020-08-02,2118,1804.47659575152
US - Michigan,2020-08-09,2017,1802.87659575174
US - Michigan,2020-08-16,2187,1784.87659575156
US - Michigan,2020-08-23,2082,1760.67659575185
US - Minnesota,2020-01-05,1009,985.221985821677
US - Minnesota,2020-01-12,950,998.721985822141
US - Minnesota,2020-01-19,945,967.221985822294
US - Minnesota,2020-01-26,957,951.555319155845
US - Minnesota,2020-02-02,942,942.555319155975
US - Minnesota,2020-02-09,918,950.888652487716
US - Minnesota,2020-02-16,941,949.221985821937
US - Minnesota,2020-02-23,912,922.555319155763
US - Minnesota,2020-03-01,932,929.221985821033
US - Minnesota,2020-03-08,944,924.666382984725
US - Minnesota,2020-03-15,882,901.266382985277
US - Minnesota,2020-03-22,893,909.266382985178
US - Minnesota,2020-03-29,912,911.266382984972
US - Minnesota,2020-04-05,928,918.066382985464
US - Minnesota,2020-04-12,943,939.066382985103
US - Minnesota,2020-04-19,952,887.466382984245
US - Minnesota,2020-04-26,1020,861.866382984663
US - Minnesota,2020-05-03,1047,875.466382985097
US - Minnesota,2020-05-10,1061,874.866382984546
US - Minnesota,2020-05-17,1004,860.066382984774
US - Minnesota,2020-05-24,1008,842.666382984442
US - Minnesota,2020-05-31,1021,827.26638298477906
US - Minnesota,2020-06-07,1043,827.666382984973
US - Minnesota,2020-06-14,977,825.066382984869
US - Minnesota,2020-06-21,940,819.466382984962
US - Minnesota,2020-06-28,840,842.466382984515
US - Minnesota,2020-07-05,880,826.266382984873
US - Minnesota,2020-07-12,867,829.266382984652
US - Minnesota,2020-07-19,869,813.666382984946
US - Minnesota,2020-07-26,880,842.26638298489
US - Minnesota,2020-08-02,805,848.866382984698
US - Minnesota,2020-08-09,875,853.066382984931
US - Minnesota,2020-08-16,856,817.26638298474
US - Minnesota,2020-08-23,868,856.866382985025
US - Mississippi,2020-01-05,673,702.415602843987
US - Mississippi,2020-01-12,648,697.248936177789
US - Mississippi,2020-01-19,624,667.082269511271
US - Mississippi,2020-01-26,610,668.08226951149
US - Mississippi,2020-02-02,604,665.582269511631
US - Mississippi,2020-02-09,702,696.248936176691
US - Mississippi,2020-02-16,645,673.748936177587
US - Mississippi,2020-02-23,623,660.748936178078
US - Mississippi,2020-03-01,662,648.248936176687
US - Mississippi,2020-03-08,659,664.098723411273
US - Mississippi,2020-03-15,620,650.898723411826
US - Mississippi,2020-03-22,624,648.098723411719
US - Mississippi,2020-03-29,696,624.69872341152
US - Mississippi,2020-04-05,709,650.298723412011
US - Mississippi,2020-04-12,696,625.298723411645
US - Mississippi,2020-04-19,733,609.698723410791
US - Mississippi,2020-04-26,750,618.298723411201
US - Mississippi,2020-05-03,748,624.098723411633
US - Mississippi,2020-05-10,747,623.898723411104
US - Mississippi,2020-05-17,777,608.098723411319
US - Mississippi,2020-05-24,722,601.498723410981
US - Mississippi,2020-05-31,749,617.498723411324
US - Mississippi,2020-06-07,729,622.498723411514
US - Mississippi,2020-06-14,703,610.098723411415
US - Mississippi,2020-06-21,743,593.098723411503
US - Mississippi,2020-06-28,716,590.898723411052
US - Mississippi,2020-07-05,714,607.298723411416
US - Mississippi,2020-07-12,788,621.898723411183
US - Mississippi,2020-07-19,783,583.898723411485
US - Mississippi,2020-07-26,877,573.098723411427
US - Mississippi,2020-08-02,870,597.898723411238
US - Mississippi,2020-08-09,915,607.898723411465
US - Mississippi,2020-08-16,833,611.698723411284
US - Mississippi,2020-08-23,789,594.89872341156
US - Missouri,2020-01-05,1327,1376.77517731249
US - Missouri,2020-01-12,1333,1374.94184397962
US - Missouri,2020-01-19,1331,1390.94184397978
US - Missouri,2020-01-26,1348,1365.44184398
US - Missouri,2020-02-02,1360,1323.10851064679
US - Missouri,2020-02-09,1328,1309.77517731186
US - Missouri,2020-02-16,1343,1366.77517731276
US - Missouri,2020-02-23,1356,1323.60851064658
US - Missouri,2020-03-01,1362,1310.77517731185
US - Missouri,2020-03-08,1390,1302.33021277337
US - Missouri,2020-03-15,1297,1281.53021277393
US - Missouri,2020-03-22,1263,1294.53021277383
US - Missouri,2020-03-29,1345,1238.93021277362
US - Missouri,2020-04-05,1302,1231.53021277412
US - Missouri,2020-04-12,1472,1225.13021277376
US - Missouri,2020-04-19,1357,1232.93021277289
US - Missouri,2020-04-26,1453,1205.93021277332
US - Missouri,2020-05-03,1398,1226.13021277375
US - Missouri,2020-05-10,1430,1143.3302127732
US - Missouri,2020-05-17,1353,1156.73021277342
US - Missouri,2020-05-24,1297,1192.13021277308
US - Missouri,2020-05-31,1244,1156.33021277343
US - Missouri,2020-06-07,1284,1172.73021277362
US - Missouri,2020-06-14,1257,1155.93021277352
US - Missouri,2020-06-21,1227,1162.53021277361
US - Missouri,2020-06-28,1278,1187.93021277316
US - Missouri,2020-07-05,1283,1173.53021277352
US - Missouri,2020-07-12,1286,1169.73021277331
US - Missouri,2020-07-19,1368,1156.73021277359
US - Missouri,2020-07-26,1343,1151.93021277353
US - Missouri,2020-08-02,1348,1118.73021277335
US - Missouri,2020-08-09,1338,1195.93021277358
US - Missouri,2020-08-16,1360,1144.93021277339
US - Missouri,2020-08-23,1353,1147.33021277368
