geo,date,deathTot,deathExp
US - Montana,2020-01-05,231,218.353900715189
US - Montana,2020-01-12,211,217.020567382314
US - Montana,2020-01-19,202,204.187234049133
US - Montana,2020-01-26,196,210.353900716013
US - Montana,2020-02-02,218,207.353900716161
US - Montana,2020-02-09,202,209.187234047883
US - Montana,2020-02-16,198,210.187234048778
US - Montana,2020-02-23,218,224.687234049277
US - Montana,2020-03-01,235,208.687234047879
US - Montana,2020-03-08,221,215.024680856871
US - Montana,2020-03-15,218,206.024680857438
US - Montana,2020-03-22,228,209.624680857325
US - Montana,2020-03-29,208,193.824680857121
US - Montana,2020-04-05,179,208.624680857615
US - Montana,2020-04-12,219,202.424680857252
US - Montana,2020-04-19,193,206.824680856393
US - Montana,2020-04-26,190,198.024680856803
US - Montana,2020-05-03,207,196.824680857248
US - Montana,2020-05-10,180,196.224680856709
US - Montana,2020-05-17,208,197.824680856921
US - Montana,2020-05-24,183,189.624680856584
US - Montana,2020-05-31,182,181.024680856929
US - Montana,2020-06-07,181,194.424680857115
US - Montana,2020-06-14,227,193.22468085702
US - Montana,2020-06-21,201,188.02468085711
US - Montana,2020-06-28,202,189.024680856658
US - Montana,2020-07-05,176,196.624680857011
US - Montana,2020-07-12,194,189.024680856791
US - Montana,2020-07-19,209,197.824680857086
US - Montana,2020-07-26,229,199.424680857034
US - Montana,2020-08-02,221,195.824680856849
US - Montana,2020-08-09,222,193.62468085707
US - Montana,2020-08-16,213,186.824680856882
US - Montana,2020-08-23,239,200.024680857161
US - Nebraska,2020-01-05,345,373.699290786633
US - Nebraska,2020-01-12,362,375.199290787107
US - Nebraska,2020-01-19,333,360.365957453915
US - Nebraska,2020-01-26,358,364.032624120801
US - Nebraska,2020-02-02,373,351.532624120949
US - Nebraska,2020-02-09,345,347.865957452672
US - Nebraska,2020-02-16,327,345.699290786904
US - Nebraska,2020-02-23,318,344.532624120727
US - Nebraska,2020-03-01,341,342.032624119331
US - Nebraska,2020-03-08,355,345.239148942554
US - Nebraska,2020-03-15,343,347.039148943111
US - Nebraska,2020-03-22,350,314.839148943009
US - Nebraska,2020-03-29,335,349.639148942796
US - Nebraska,2020-04-05,314,338.23914894329903
US - Nebraska,2020-04-12,347,336.039148942932
US - Nebraska,2020-04-19,358,317.839148942076
US - Nebraska,2020-04-26,357,313.639148942488
US - Nebraska,2020-05-03,347,324.839148942926
US - Nebraska,2020-05-10,342,310.639148942384
US - Nebraska,2020-05-17,356,311.839148942601
US - Nebraska,2020-05-24,351,303.039148942266
US - Nebraska,2020-05-31,379,306.839148942609
US - Nebraska,2020-06-07,322,311.839148942801
US - Nebraska,2020-06-14,321,308.039148942696
US - Nebraska,2020-06-21,376,308.239148942793
US - Nebraska,2020-06-28,322,314.839148942342
US - Nebraska,2020-07-05,309,312.839148942696
US - Nebraska,2020-07-12,318,308.039148942479
US - Nebraska,2020-07-19,330,291.239148942779
US - Nebraska,2020-07-26,364,302.239148942716
US - Nebraska,2020-08-02,363,303.239148942528
US - Nebraska,2020-08-09,381,307.43914894275
US - Nebraska,2020-08-16,358,314.039148942569
US - Nebraska,2020-08-23,372,314.039148942846
US - Nevada,2020-01-05,521,561.633333340219
US - Nevada,2020-01-12,556,565.63333334067
US - Nevada,2020-01-19,605,551.966666674158
US - Nevada,2020-01-26,577,541.633333341052
US - Nevada,2020-02-02,531,539.633333341182
US - Nevada,2020-02-09,579,547.300000006244
US - Nevada,2020-02-16,528,515.966666673816
US - Nevada,2020-02-23,545,525.633333340969
US - Nevada,2020-03-01,543,541.133333339571
US - Nevada,2020-03-08,535,526.960000006761
US - Nevada,2020-03-15,515,540.160000007321
US - Nevada,2020-03-22,508,513.560000007229
US - Nevada,2020-03-29,546,509.760000007014
US - Nevada,2020-04-05,598,507.960000007507
US - Nevada,2020-04-12,590,505.560000007147
US - Nevada,2020-04-19,551,521.760000006286
US - Nevada,2020-04-26,570,525.360000006705
US - Nevada,2020-05-03,553,483.760000007131
US - Nevada,2020-05-10,550,494.360000006596
US - Nevada,2020-05-17,520,471.760000006815
US - Nevada,2020-05-24,541,481.760000006477
US - Nevada,2020-05-31,549,490.560000006821
US - Nevada,2020-06-07,568,495.360000007013
US - Nevada,2020-06-14,548,502.960000006909
US - Nevada,2020-06-21,524,494.960000007007
US - Nevada,2020-06-28,560,504.560000006553
US - Nevada,2020-07-05,527,488.960000006915
US - Nevada,2020-07-12,633,493.360000006697
US - Nevada,2020-07-19,636,480.960000006987
US - Nevada,2020-07-26,646,469.360000006921
US - Nevada,2020-08-02,606,492.960000006745
US - Nevada,2020-08-09,674,476.960000006961
US - Nevada,2020-08-16,632,482.760000006785
US - Nevada,2020-08-23,606,474.16000000706
US - New Hampshire,2020-01-05,261,268.107092205886
US - New Hampshire,2020-01-12,263,269.773758873017
US - New Hampshire,2020-01-19,245,261.940425539824
US - New Hampshire,2020-01-26,241,262.107092206722
US - New Hampshire,2020-02-02,240,276.773758873531
US - New Hampshire,2020-02-09,256,273.273758871919
US - New Hampshire,2020-02-16,236,273.107092206155
US - New Hampshire,2020-02-23,277,275.273758873308
US - New Hampshire,2020-03-01,228,252.10709220525
US - New Hampshire,2020-03-08,266,265.728510645481
US - New Hampshire,2020-03-15,240,251.728510646036
US - New Hampshire,2020-03-22,252,253.928510645942
US - New Hampshire,2020-03-29,262,253.728510645732
US - New Hampshire,2020-04-05,252,266.128510646224
US - New Hampshire,2020-04-12,274,240.12851064587
US - New Hampshire,2020-04-19,246,258.128510645005
US - New Hampshire,2020-04-26,277,249.528510645422
US - New Hampshire,2020-05-03,269,246.128510645854
US - New Hampshire,2020-05-10,296,243.528510645319
US - New Hampshire,2020-05-17,289,233.328510645536
US - New Hampshire,2020-05-24,272,232.52851064519
US - New Hampshire,2020-05-31,254,229.92851064554
US - New Hampshire,2020-06-07,263,220.128510645726
US - New Hampshire,2020-06-14,307,223.328510645625
US - New Hampshire,2020-06-21,242,240.728510645723
US - New Hampshire,2020-06-28,254,232.528510645266
US - New Hampshire,2020-07-05,251,232.928510645632
US - New Hampshire,2020-07-12,252,224.928510645409
US - New Hampshire,2020-07-19,234,235.528510645707
US - New Hampshire,2020-07-26,271,229.328510645641
US - New Hampshire,2020-08-02,252,228.52851064545
US - New Hampshire,2020-08-09,238,233.928510645679
US - New Hampshire,2020-08-16,235,229.528510645498
US - New Hampshire,2020-08-23,257,223.928510645775
US - New Jersey,2020-01-05,1628,1615.12482270211
US - New Jersey,2020-01-12,1588,1671.62482270257
US - New Jersey,2020-01-19,1490,1604.29148936938
US - New Jersey,2020-01-26,1580,1631.62482270295
US - New Jersey,2020-02-02,1516,1608.29148936974
US - New Jersey,2020-02-09,1493,1608.9581560348
US - New Jersey,2020-02-16,1487,1590.12482270237
US - New Jersey,2020-02-23,1493,1558.95815603619
US - New Jersey,2020-03-01,1571,1568.4581560348
US - New Jersey,2020-03-08,1507,1565.74978724099
US - New Jersey,2020-03-15,1475,1532.34978724155
US - New Jersey,2020-03-22,1596,1544.34978724145
US - New Jersey,2020-03-29,2136,1491.94978724124
US - New Jersey,2020-04-05,3503,1503.94978724174
US - New Jersey,2020-04-12,4799,1472.94978724138
US - New Jersey,2020-04-19,4758,1449.74978724052
US - New Jersey,2020-04-26,4000,1421.74978724093
US - New Jersey,2020-05-03,3202,1433.34978724137
US - New Jersey,2020-05-10,2617,1396.54978724082
US - New Jersey,2020-05-17,2297,1372.74978724104
US - New Jersey,2020-05-24,1944,1381.7497872407
US - New Jersey,2020-05-31,1757,1372.74978724105
US - New Jersey,2020-06-07,1591,1387.34978724124
US - New Jersey,2020-06-14,1491,1399.34978724114
US - New Jersey,2020-06-21,1422,1359.54978724123
US - New Jersey,2020-06-28,1447,1378.14978724078
US - New Jersey,2020-07-05,1414,1401.74978724114
US - New Jersey,2020-07-12,1394,1360.94978724092
US - New Jersey,2020-07-19,1335,1361.74978724122
US - New Jersey,2020-07-26,1386,1351.74978724115
US - New Jersey,2020-08-02,1409,1364.34978724097
US - New Jersey,2020-08-09,1372,1373.94978724119
US - New Jersey,2020-08-16,1343,1334.74978724101
US - New Jersey,2020-08-23,1393,1381.34978724129
US - New Mexico,2020-01-05,402,416.489361708387
US - New Mexico,2020-01-12,408,416.656028375509
US - New Mexico,2020-01-19,387,419.489361708995
US - New Mexico,2020-01-26,397,404.989361709218
US - New Mexico,2020-02-02,367,393.48936170936
US - New Mexico,2020-02-09,369,410.48936170775
US - New Mexico,2020-02-16,381,402.822695041988
US - New Mexico,2020-02-23,386,407.989361709139
US - New Mexico,2020-03-01,394,412.989361707745
US - New Mexico,2020-03-08,392,406.187234048668
US - New Mexico,2020-03-15,339,409.787234049228
US - New Mexico,2020-03-22,385,400.187234049131
US - New Mexico,2020-03-29,367,397.187234048927
US - New Mexico,2020-04-05,397,391.187234049414
US - New Mexico,2020-04-12,411,390.387234049057
US - New Mexico,2020-04-19,424,382.987234048188
US - New Mexico,2020-04-26,411,376.587234048615
US - New Mexico,2020-05-03,426,381.987234049049
US - New Mexico,2020-05-10,442,374.987234048511
US - New Mexico,2020-05-17,473,359.587234048733
US - New Mexico,2020-05-24,401,350.387234048388
US - New Mexico,2020-05-31,435,372.787234048731
US - New Mexico,2020-06-07,453,367.787234048917
US - New Mexico,2020-06-14,442,366.787234048821
US - New Mexico,2020-06-21,417,345.387234048917
US - New Mexico,2020-06-28,407,356.987234048464
US - New Mexico,2020-07-05,454,351.387234048827
US - New Mexico,2020-07-12,411,370.3872340486
US - New Mexico,2020-07-19,403,359.787234048901
US - New Mexico,2020-07-26,432,348.587234048837
US - New Mexico,2020-08-02,419,338.187234048648
US - New Mexico,2020-08-09,430,349.987234048869
US - New Mexico,2020-08-16,390,365.187234048695
US - New Mexico,2020-08-23,393,340.987234048966
US - New York City,2020-01-05,1155,1213.59858156781
US - New York City,2020-01-12,1137,1173.26524823494
US - New York City,2020-01-19,1129,1156.76524823508
US - New York City,2020-01-26,1182,1184.59858156864
US - New York City,2020-02-02,1171,1146.59858156878
US - New York City,2020-02-09,1172,1187.09858156718
US - New York City,2020-02-16,1130,1136.09858156808
US - New York City,2020-02-23,1096,1112.76524823523
US - New York City,2020-03-01,1110,1107.59858156717
US - New York City,2020-03-08,1113,1091.11829787973
US - New York City,2020-03-15,1136,1098.1182978803
US - New York City,2020-03-22,1405,1052.9182978802
US - New York City,2020-03-29,2828,1048.51829788
US - New York City,2020-04-05,6347,1048.11829788049
US - New York City,2020-04-12,7928,1068.51829788013
US - New York City,2020-04-19,5951,1022.11829787926
US - New York City,2020-04-26,4084,1000.11829787968
US - New York City,2020-05-03,2871,993.518297880116
US - New York City,2020-05-10,2089,996.918297879589
US - New York City,2020-05-17,1618,999.118297879801
US - New York City,2020-05-24,1323,1019.11829787946
US - New York City,2020-05-31,1178,963.118297879801
US - New York City,2020-06-07,1128,970.318297879985
US - New York City,2020-06-14,1113,965.518297879885
US - New York City,2020-06-21,1002,991.318297879983
US - New York City,2020-06-28,1085,968.518297879538
US - New York City,2020-07-05,1001,994.718297879897
US - New York City,2020-07-12,1040,972.918297879671
US - New York City,2020-07-19,980,974.718297879969
US - New York City,2020-07-26,1043,963.718297879909
US - New York City,2020-08-02,1003,985.318297879717
US - New York City,2020-08-09,984,964.718297879938
US - New York City,2020-08-16,1024,1009.91829787977
US - New York City,2020-08-23,999,964.718297880034
US - North Carolina,2020-01-05,2004,2078.02765958205
US - North Carolina,2020-01-12,1985,2085.52765958248
US - North Carolina,2020-01-19,1901,1978.52765958266
US - North Carolina,2020-01-26,1993,2017.52765958288
US - North Carolina,2020-02-02,1984,2007.02765958299
US - North Carolina,2020-02-09,2055,2051.36099291473
US - North Carolina,2020-02-16,2061,2045.69432624897
US - North Carolina,2020-02-23,1926,1988.69432624946
US - North Carolina,2020-03-01,1970,1995.36099291471
US - North Carolina,2020-03-08,2034,2004.23319149679
US - North Carolina,2020-03-15,2024,1911.43319149736
US - North Carolina,2020-03-22,2052,1943.03319149726
US - North Carolina,2020-03-29,1879,1919.83319149706
US - North Carolina,2020-04-05,2025,1888.83319149756
US - North Carolina,2020-04-12,2017,1891.03319149719
US - North Carolina,2020-04-19,2028,1812.63319149632
US - North Carolina,2020-04-26,2110,1785.63319149675
US - North Carolina,2020-05-03,1947,1855.2331914972
US - North Carolina,2020-05-10,2058,1811.23319149664
US - North Carolina,2020-05-17,2045,1762.83319149686
US - North Carolina,2020-05-24,2062,1807.03319149652
US - North Carolina,2020-05-31,1984,1773.03319149686
US - North Carolina,2020-06-07,1965,1810.23319149706
US - North Carolina,2020-06-14,1868,1796.83319149696
US - North Carolina,2020-06-21,1918,1779.63319149706
US - North Carolina,2020-06-28,1916,1792.8331914966
US - North Carolina,2020-07-05,1947,1797.63319149696
US - North Carolina,2020-07-12,1809,1740.03319149675
US - North Carolina,2020-07-19,1716,1741.43319149703
US - North Carolina,2020-07-26,1496,1728.83319149697
US - North Carolina,2020-08-09,1938,1729.033191497
US - North Dakota,2020-01-05,149,137.890070929643
US - North Dakota,2020-01-12,151,146.390070930106
US - North Dakota,2020-01-19,171,150.390070930258
US - North Dakota,2020-01-26,147,138.55673759715
US - North Dakota,2020-02-02,130,133.056737597283
US - North Dakota,2020-02-09,138,130.72340426234
US - North Dakota,2020-02-16,148,142.556737596578
US - North Dakota,2020-02-23,176,141.890070930398
US - North Dakota,2020-03-01,153,137.72340426234
US - North Dakota,2020-03-08,171,138.468085113945
US - North Dakota,2020-03-15,148,129.46808511451
US - North Dakota,2020-03-22,150,139.2680851144
US - North Dakota,2020-03-29,121,131.068085114206
US - North Dakota,2020-04-05,142,145.068085114695
US - North Dakota,2020-04-12,160,134.068085114333
US - North Dakota,2020-04-19,159,134.268085113478
US - North Dakota,2020-04-26,160,130.0680851139
US - North Dakota,2020-05-03,150,133.868085114331
US - North Dakota,2020-05-10,143,127.068085113801
US - North Dakota,2020-05-17,155,131.068085114005
US - North Dakota,2020-05-24,142,125.868085113661
US - North Dakota,2020-05-31,145,130.268085113999
US - North Dakota,2020-06-07,163,132.46808511419
US - North Dakota,2020-06-14,146,125.468085114084
US - North Dakota,2020-06-21,144,121.668085114193
US - North Dakota,2020-06-28,134,126.268085113749
US - North Dakota,2020-07-05,118,121.468085114097
US - North Dakota,2020-07-12,140,120.068085113876
US - North Dakota,2020-07-19,140,116.668085114181
US - North Dakota,2020-07-26,137,121.66808511412
US - North Dakota,2020-08-02,140,118.668085113923
US - North Dakota,2020-08-09,155,118.468085114148
US - North Dakota,2020-08-16,137,126.468085113974
US - North Dakota,2020-08-23,132,127.468085114244
US - Ohio,2020-01-05,2542,2709.37092199278
US - Ohio,2020-01-12,2614,2769.37092199322
US - Ohio,2020-01-19,2476,2676.37092199339
US - Ohio,2020-01-26,2564,2639.03758866028
US - Ohio,2020-02-02,2493,2561.87092199374
US - Ohio,2020-02-09,2533,2573.20425532547
US - Ohio,2020-02-16,2494,2551.37092199304
US - Ohio,2020-02-23,2526,2560.0375886602
US - Ohio,2020-03-01,2461,2534.87092199211
US - Ohio,2020-03-08,2509,2575.04510638981
US - Ohio,2020-03-15,2555,2498.24510639038
US - Ohio,2020-03-22,2519,2510.84510639028
US - Ohio,2020-03-29,2514,2504.24510639007
US - Ohio,2020-04-05,2571,2554.64510639057
US - Ohio,2020-04-12,2633,2510.44510639021
US - Ohio,2020-04-19,2656,2410.04510638934
US - Ohio,2020-04-26,2838,2341.04510638977
US - Ohio,2020-05-03,2735,2367.84510639021
US - Ohio,2020-05-10,2623,2375.24510638966
US - Ohio,2020-05-17,2688,2277.24510638987
US - Ohio,2020-05-24,2664,2284.64510638954
US - Ohio,2020-05-31,2528,2260.04510638988
US - Ohio,2020-06-07,2594,2304.24510639008
US - Ohio,2020-06-14,2426,2275.04510638997
US - Ohio,2020-06-21,2405,2292.44510639008
US - Ohio,2020-06-28,2429,2264.44510638962
US - Ohio,2020-07-05,2522,2285.24510638998
US - Ohio,2020-07-12,2502,2320.24510638977
US - Ohio,2020-07-19,2536,2242.04510639005
US - Ohio,2020-07-26,2504,2257.44510638998
US - Ohio,2020-08-02,2611,2237.24510638981
US - Ohio,2020-08-09,2574,2278.04510639002
US - Ohio,2020-08-16,2575,2265.64510638985
US - Ohio,2020-08-23,2574,2231.44510639013
US - Oklahoma,2020-01-05,900,883.502127666743
US - Oklahoma,2020-01-12,823,875.502127667204
US - Oklahoma,2020-01-19,850,886.668794334014
US - Oklahoma,2020-01-26,803,877.668794334243
US - Oklahoma,2020-02-02,832,871.668794334379
US - Oklahoma,2020-02-09,815,875.168794332766
US - Oklahoma,2020-02-16,802,875.668794333669
US - Oklahoma,2020-02-23,815,858.002127667501
US - Oklahoma,2020-03-01,827,854.335460999427
US - Oklahoma,2020-03-08,797,870.202553198523
US - Oklahoma,2020-03-15,792,838.202553199088
US - Oklahoma,2020-03-22,827,837.802553198991
US - Oklahoma,2020-03-29,859,784.80255319879
US - Oklahoma,2020-04-05,780,776.202553199279
US - Oklahoma,2020-04-12,854,786.602553198924
US - Oklahoma,2020-04-19,798,765.802553198057
US - Oklahoma,2020-04-26,776,774.202553198478
US - Oklahoma,2020-05-03,757,792.402553198913
US - Oklahoma,2020-05-10,781,751.402553198383
US - Oklahoma,2020-05-17,734,775.802553198594
US - Oklahoma,2020-05-24,816,759.002553198247
US - Oklahoma,2020-05-31,744,745.602553198586
US - Oklahoma,2020-06-07,791,737.002553198778
US - Oklahoma,2020-06-14,771,756.602553198672
US - Oklahoma,2020-06-21,743,733.802553198779
US - Oklahoma,2020-06-28,769,741.602553198333
US - Oklahoma,2020-07-05,781,745.402553198679
US - Oklahoma,2020-07-12,774,756.802553198468
US - Oklahoma,2020-07-19,792,749.002553198768
US - Oklahoma,2020-07-26,908,733.202553198705
US - Oklahoma,2020-08-02,881,732.602553198516
US - Oklahoma,2020-08-09,809,747.802553198733
US - Oklahoma,2020-08-16,837,730.602553198558
US - Oklahoma,2020-08-23,841,746.602553198828
US - Oregon,2020-01-05,737,793.990070928554
US - Oregon,2020-01-12,764,790.323404262344
US - Oregon,2020-01-19,769,795.156737595829
US - Oregon,2020-01-26,745,755.823404262721
US - Oregon,2020-02-02,728,756.990070929523
US - Oregon,2020-02-09,727,753.823404261255
US - Oregon,2020-02-16,783,738.656737595483
US - Oregon,2020-02-23,732,733.656737595972
US - Oregon,2020-03-01,735,754.490070927905
US - Oregon,2020-03-08,788,766.988085112819
US - Oregon,2020-03-15,744,757.188085113395
US - Oregon,2020-03-22,774,740.38808511329
US - Oregon,2020-03-29,775,724.188085113088
US - Oregon,2020-04-05,785,727.188085113582
US - Oregon,2020-04-12,775,726.388085113218
US - Oregon,2020-04-19,772,733.788085112355
US - Oregon,2020-04-26,776,705.188085112771
US - Oregon,2020-05-03,719,704.988085113208
US - Oregon,2020-05-10,710,717.788085112688
US - Oregon,2020-05-17,722,691.988085112888
US - Oregon,2020-05-24,750,697.788085112542
US - Oregon,2020-05-31,754,693.988085112879
US - Oregon,2020-06-07,689,671.988085113072
US - Oregon,2020-06-14,734,693.388085112961
US - Oregon,2020-06-21,735,705.788085113079
US - Oregon,2020-06-28,689,679.188085112634
US - Oregon,2020-07-05,766,664.588085112979
US - Oregon,2020-07-12,719,697.388085112759
US - Oregon,2020-07-19,758,673.788085113066
US - Oregon,2020-07-26,740,677.788085113004
US - Oregon,2020-08-02,719,662.188085112808
US - Oregon,2020-08-09,756,670.388085113032
US - Oregon,2020-08-16,752,675.588085112854
US - Oregon,2020-08-23,755,658.388085113134
US - Pennsylvania,2020-01-05,2761,2881.87021277322
US - Pennsylvania,2020-01-12,2819,2929.03687944035
US - Pennsylvania,2020-01-19,2828,2912.37021277382
US - Pennsylvania,2020-01-26,2761,2895.20354610738
US - Pennsylvania,2020-02-02,2777,2819.03687944084
US - Pennsylvania,2020-02-09,2763,2829.53687943925
US - Pennsylvania,2020-02-16,2785,2851.03687944014
US - Pennsylvania,2020-02-23,2673,2783.53687944064
US - Pennsylvania,2020-03-01,2750,2791.03687943923
US - Pennsylvania,2020-03-08,2735,2797.84425532626
US - Pennsylvania,2020-03-15,2772,2749.64425532684
US - Pennsylvania,2020-03-22,2551,2728.04425532673
US - Pennsylvania,2020-03-29,2734,2696.04425532654
US - Pennsylvania,2020-04-05,3006,2641.84425532703
US - Pennsylvania,2020-04-12,3442,2671.84425532666
US - Pennsylvania,2020-04-19,3727,2624.24425532581
US - Pennsylvania,2020-04-26,3787,2545.64425532621
US - Pennsylvania,2020-05-03,3535,2481.44425532665
US - Pennsylvania,2020-05-10,3391,2449.64425532612
US - Pennsylvania,2020-05-17,3233,2455.44425532632
US - Pennsylvania,2020-05-24,2923,2481.84425532598
US - Pennsylvania,2020-05-31,2746,2395.64425532633
US - Pennsylvania,2020-06-07,2676,2461.64425532651
US - Pennsylvania,2020-06-14,2536,2437.04425532641
US - Pennsylvania,2020-06-21,2591,2402.64425532652
US - Pennsylvania,2020-06-28,2549,2438.64425532607
US - Pennsylvania,2020-07-05,2578,2393.04425532641
US - Pennsylvania,2020-07-12,2635,2369.2442553262
US - Pennsylvania,2020-07-19,2511,2389.24425532651
US - Pennsylvania,2020-07-26,2503,2353.64425532645
US - Pennsylvania,2020-08-02,2600,2350.24425532626
US - Pennsylvania,2020-08-09,2484,2411.44425532647
US - Pennsylvania,2020-08-16,2608,2377.44425532629
US - Pennsylvania,2020-08-23,2570,2372.84425532657
US - Rhode Island,2020-01-05,225,217.573049652496
US - Rhode Island,2020-01-12,201,215.906382986305
US - Rhode Island,2020-01-19,204,207.239716319773
US - Rhode Island,2020-01-26,199,220.906382986671
US - Rhode Island,2020-02-02,220,215.573049653463
US - Rhode Island,2020-02-09,244,231.406382985211
US - Rhode Island,2020-02-16,183,212.239716319431
US - Rhode Island,2020-02-23,205,209.073049653266
US - Rhode Island,2020-03-01,236,209.239716318523
US - Rhode Island,2020-03-08,254,213.687659581414
US - Rhode Island,2020-03-15,195,200.487659581998
US - Rhode Island,2020-03-22,219,207.287659581882
US - Rhode Island,2020-03-29,202,194.087659581705
US - Rhode Island,2020-04-05,239,208.487659582179
US - Rhode Island,2020-04-12,250,197.087659581818
US - Rhode Island,2020-04-19,277,203.087659580961
US - Rhode Island,2020-04-26,300,199.887659581377
US - Rhode Island,2020-05-03,337,209.887659581812
US - Rhode Island,2020-05-10,387,184.887659581284
US - Rhode Island,2020-05-17,306,206.487659581484
US - Rhode Island,2020-05-24,282,181.087659581141
US - Rhode Island,2020-05-31,257,168.887659581492
US - Rhode Island,2020-06-07,246,190.687659581662
US - Rhode Island,2020-06-14,211,180.087659581562
US - Rhode Island,2020-06-21,237,187.687659581673
US - Rhode Island,2020-06-28,205,185.08765958124
US - Rhode Island,2020-07-05,179,182.887659581583
US - Rhode Island,2020-07-12,190,176.887659581366
US - Rhode Island,2020-07-19,189,187.887659581663
US - Rhode Island,2020-07-26,173,176.887659581608
US - Rhode Island,2020-08-02,203,173.087659581412
US - Rhode Island,2020-08-09,212,175.087659581628
US - Rhode Island,2020-08-16,220,178.887659581455
US - Rhode Island,2020-08-23,187,183.687659581725
US - South Carolina,2020-01-05,1085,1086.25390071661
US - South Carolina,2020-01-12,1080,1101.58723405039
US - South Carolina,2020-01-19,1048,1086.92056738388
US - South Carolina,2020-01-26,1033,1070.58723405079
US - South Carolina,2020-02-02,1032,1066.58723405091
US - South Carolina,2020-02-09,1096,1092.08723404933
US - South Carolina,2020-02-16,1003,1079.92056738354
US - South Carolina,2020-02-23,1035,1061.58723405071
US - South Carolina,2020-03-01,1043,1048.75390071596
US - South Carolina,2020-03-08,1132,1047.10468085832
US - South Carolina,2020-03-15,1103,1042.30468085891
US - South Carolina,2020-03-22,1067,1017.30468085879
US - South Carolina,2020-03-29,1041,1016.7046808586
US - South Carolina,2020-04-05,1052,1007.50468085909
US - South Carolina,2020-04-12,1141,986.104680858717
US - South Carolina,2020-04-19,1053,970.104680857863
US - South Carolina,2020-04-26,1027,975.50468085828
US - South Carolina,2020-05-03,1035,955.704680858724
US - South Carolina,2020-05-10,1066,961.304680858176
US - South Carolina,2020-05-17,1114,985.104680858392
US - South Carolina,2020-05-24,1048,956.504680858055
US - South Carolina,2020-05-31,1052,962.904680858398
US - South Carolina,2020-06-07,1042,951.704680858577
US - South Carolina,2020-06-14,1082,951.504680858473
US - South Carolina,2020-06-21,1055,970.704680858597
US - South Carolina,2020-06-28,1097,939.504680858149
US - South Carolina,2020-07-05,1196,957.10468085849
US - South Carolina,2020-07-12,1218,929.90468085828
US - South Carolina,2020-07-19,1342,923.304680858571
US - South Carolina,2020-07-26,1351,948.704680858503
US - South Carolina,2020-08-02,1331,946.904680858325
US - South Carolina,2020-08-09,1375,988.704680858534
US - South Carolina,2020-08-16,1303,930.704680858369
US - South Carolina,2020-08-23,1145,918.904680858644
US - South Dakota,2020-01-05,169,170.997163127187
US - South Dakota,2020-01-12,169,168.330496460977
US - South Dakota,2020-01-19,168,161.16382979446
US - South Dakota,2020-01-26,151,173.997163128023
US - South Dakota,2020-02-02,162,164.997163128152
US - South Dakota,2020-02-09,150,161.830496459907
US - South Dakota,2020-02-16,177,172.830496460789
US - South Dakota,2020-02-23,177,169.663829794622
US - South Dakota,2020-03-01,163,167.830496459878
US - South Dakota,2020-03-08,194,172.39659575118
US - South Dakota,2020-03-15,166,169.596595751762
US - South Dakota,2020-03-22,162,171.796595751642
US - South Dakota,2020-03-29,151,161.996595751466
US - South Dakota,2020-04-05,173,170.996595751955
US - South Dakota,2020-04-12,151,168.996595751574
US - South Dakota,2020-04-19,154,162.396595750733
US - South Dakota,2020-04-26,178,149.796595751149
US - South Dakota,2020-05-03,162,157.196595751587
US - South Dakota,2020-05-10,184,156.596595751048
US - South Dakota,2020-05-17,148,148.196595751252
US - South Dakota,2020-05-24,165,146.996595750907
US - South Dakota,2020-05-31,159,144.396595751263
US - South Dakota,2020-06-07,148,156.796595751439
US - South Dakota,2020-06-14,162,152.796595751329
US - South Dakota,2020-06-21,178,156.396595751455
US - South Dakota,2020-06-28,165,145.79659575101
US - South Dakota,2020-07-05,162,150.39659575134
US - South Dakota,2020-07-12,172,156.996595751132
US - South Dakota,2020-07-19,162,145.796595751429
US - South Dakota,2020-07-26,177,152.996595751376
US - South Dakota,2020-08-02,149,149.396595751173
US - South Dakota,2020-08-09,176,145.796595751378
US - South Dakota,2020-08-16,156,143.396595751223
US - South Dakota,2020-08-23,156,153.396595751492
US - Tennessee,2020-01-05,1613,1600.40709220617
US - Tennessee,2020-01-12,1685,1590.57375887329
US - Tennessee,2020-01-19,1595,1555.7404255401
US - Tennessee,2020-01-26,1529,1513.57375887368
US - Tennessee,2020-02-02,1586,1526.90709220712
US - Tennessee,2020-02-09,1610,1552.5737588722
US - Tennessee,2020-02-16,1452,1494.07375887308
US - Tennessee,2020-02-23,1512,1502.57375887359
US - Tennessee,2020-03-01,1498,1487.57375887216
US - Tennessee,2020-03-08,1607,1473.68851064577
US - Tennessee,2020-03-15,1595,1457.88851064634
US - Tennessee,2020-03-22,1524,1432.48851064623
US - Tennessee,2020-03-29,1527,1428.68851064603
US - Tennessee,2020-04-05,1593,1445.08851064652
US - Tennessee,2020-04-12,1518,1413.48851064615
US - Tennessee,2020-04-19,1543,1390.6885106453
US - Tennessee,2020-04-26,1481,1401.68851064571
US - Tennessee,2020-05-03,1495,1389.68851064616
US - Tennessee,2020-05-10,1489,1368.2885106456
US - Tennessee,2020-05-17,1548,1372.28851064582
US - Tennessee,2020-05-24,1562,1366.08851064549
US - Tennessee,2020-05-31,1466,1372.08851064581
US - Tennessee,2020-06-07,1486,1394.088510646
US - Tennessee,2020-06-14,1497,1343.08851064591
US - Tennessee,2020-06-21,1565,1350.88851064603
US - Tennessee,2020-06-28,1563,1340.48851064557
US - Tennessee,2020-07-05,1532,1380.48851064592
